,gold_labels,bert_labels,logr_labels,cnn_w2v,ct_bert_outputs,ct_bert_labels,bert_outputs,cnn_glove_outputs,cnn_glove_labels,cnn_w2v_outputs,cnn_w2v_labels,ct_bert_probs,bert_probs,ensemble_prob,ensemble_labels,ensemble_avg_prob,ensemble_avg_labels,ensemble_best1_prob,ensemble_best1_labels,Text,albert_outputs,albert_labels,albert_probs,cnn_w2v_probs,cnn_glove_probs,voted_bert_labels
146,0,0,0,0,"(4.9259167, -5.8083725)",0,"(2.4011402, -2.945945)",4.0490304e-05,0,1.6037e-05,0,"(0.9999782154811457, 2.17845188539331e-05)","(0.9952605581747371, 0.004739441825262953)",0.007430413253824231,0,"(3.9998408189811197, 0.00015918101887996337)",0,"(0.9999782154811457, 2.17845188539331e-05)",0,"My colleagues excellent coverage on how The United States leads in coronavirus cases, but not pandemic response HTTPURL","(4.7887897, -4.633807)",0,"(0.9999191308039739, 8.086919602603029e-05)","(0.999983963, 1.6037e-05)","(0.999959509696, 4.0490304e-05)",0
147,1,1,0,1,"(-5.284561, 5.612949)",1,"(-2.960675, 3.314063)",0.91478103,1,0.99784625,1,"(1.8503909866385633e-05, 0.9999814960901339)","(0.0018797443164964575, 0.9981202556835033)",0.9774700614547748,1,"(0.0874377147852955, 3.912562285214705)",1,"(1.8503909866385633e-05, 0.9999814960901339)",1,"Vatican City: Population: 1,000 Coronavirus cases: 1 Residents: Only clergy (religious people) and the Swiss Guards. HTTPURL #Coronavirus #COVID19 #Vatican HTTPURL","(-4.60092, 5.375288)",1,"(4.6490875429150406e-05, 0.9999535091245711)","(0.0021537499999999543, 0.99784625)","(0.08521897, 0.91478103)",1
148,1,1,1,1,"(-5.5637026, 5.776734)",1,"(-2.9603927, 3.314121)",0.99999833,1,1.0,1,"(1.1882444698295805e-05, 0.9999881175553015)","(0.0018801651976189486, 0.998119834802381)",0.9998472985833392,1,"(5.919775232822871e-05, 3.9999408022476715)",1,"(1.1882444698295805e-05, 0.9999881175553015)",1,3 more Houston-area cases of Cornavirus were reported Friday bringing the total to 8 positive and presumptive positive in the Houston-area Health officials say all 8 patients traveled to Egypt in February. #Coronavirus #CoronavirusOutbreak #COVID19 HTTPURL,"(-4.6133523, 5.3812118)",1,"(4.564530762997925e-05, 0.99995435469237)","(0.0, 1.0)","(1.669999999953653e-06, 0.99999833)",1
149,1,0,0,1,"(5.1218104, -5.3720818)",0,"(2.401655, -2.9453323)",0.9979007,1,0.9999788,1,"(0.9999722956164053, 2.7704383594920962e-05)","(0.9952600963600513, 0.004739903639948794)",0.5099927380881141,1,"(2.001966471124949, 1.9980335288750513)",0,"(0.9999722956164053, 2.7704383594920962e-05)",0,"Ah, I see the right-wing tory press is underplaying the seriousness of the predicted number of fatalities due to the coronavirus. Apparently, 26,000 deaths is entirely acceptable. HTTPURL","(4.4513583, -4.525172)",0,"(0.9998736755085441, 0.0001263244914563958)","(2.120000000005451e-05, 0.9999788)","(0.002099300000000026, 0.9979007)",0
150,1,1,1,1,"(-5.553444, 5.7698474)",1,"(-2.9604506, 3.31394)",0.99999285,1,0.9999989,1,"(1.2087925598530684e-05, 0.9999879120744015)","(0.001880396224959638, 0.9981196037750403)",0.9996958428029452,1,"(6.409976080259184e-05, 3.9999359002391977)",1,"(1.2087925598530684e-05, 0.9999879120744015)",1,"FLASH: According to @USER Three (3) new cases of #COVID19 have been confirmed in #Nigeria. All 3 cases were reported in Lagos State, &amp; have travel history to high-risk countries in the last 7 days As at today, confirmed cases - 25, Recoveries - 2, No. of death - 0 HTTPURL","(-4.7278857, 5.308819)",1,"(4.376183520412923e-05, 0.9999562381647963)","(1.09999999997612e-06, 0.9999989)","(7.149999999955803e-06, 0.99999285)",1
151,0,0,0,0,"(5.344961, -5.689372)",0,"(2.4045224, -2.9464016)",0.008204023000000001,0,0.0008686226,0,"(0.9999838622472215, 1.6137752778303493e-05)","(0.9952786313327099, 0.004721368667290172)",0.009783876523226771,0,"(3.990802498510223, 0.009197501489776407)",0,"(0.9999838622472215, 1.6137752778303493e-05)",0,"@USER have worked with the @USER on a way to get authoritative information about coronavirus sent directly to your WhatsApp. To receive Health Alerts, daily situation report, latest cases, as well as tips on how to protect yourself, click here 👇 HTTPURL HTTPURL","(4.6788025, -4.4478407)",0,"(0.9998912818630016, 0.00010871813699810282)","(0.9991313774, 0.0008686226)","(0.991795977, 0.008204023000000001)",0
152,0,0,1,0,"(5.229609, -5.126202)",0,"(2.4026065, -2.9524014)",0.08942407,0,0.22108524,0,"(0.9999681935928866, 3.1806407113604134e-05)","(0.9952977831303258, 0.0047022168696741916)",0.08638200857024635,0,"(3.689118122665408, 0.310881877334592)",0,"(0.9999681935928866, 3.1806407113604134e-05)",0,Listen to a woman who protected and serviced Harvey Weinstein? She has no platform to stand on. A b actress at best. Debra Messing: Trump ‘Owns Every Death’ from Coronavirus HTTPURL,"(4.005046, -3.9789426)",0,"(0.9996592390725212, 0.0003407609274784082)","(0.77891476, 0.22108524)","(0.91057593, 0.08942407)",0
153,1,1,0,0,"(-5.100109, 5.436277)",1,"(-2.9594812, 3.313713)",0.02813287,0,0.0011755656,0,"(2.6551812314712403e-05, 0.999973448187685)","(0.0018826430393861456, 0.9981173569606139)",0.4990327552410746,0,"(1.97086812734895, 2.0291318726510497)",1,"(2.6551812314712403e-05, 0.999973448187685)",1,"#Coronavirus: Only 29% of US nurses have plan to isolate potentially infected patients. As new cases pass 200, public health labs anxiously await diagnostic kits, which will allow for a fuller sense of the scale of the crisis. #CoronavirusCrisis HTTPURL","(-4.205161, 4.59949)",1,"(0.00015001113663518298, 0.9998499888633646)","(0.9988244344, 0.0011755656)","(0.97186713, 0.02813287)",1
154,0,0,0,0,"(5.048871, -5.198722)",0,"(2.3906615, -2.9531612)",0.9929645,1,0.9981749,1,"(0.9999645585472792, 3.544145272056923e-05)","(0.995245144136926, 0.004754855863073949)",0.5036497292949759,1,"(1.0281908670396693, 2.9718091329603307)",1,"(0.9999645585472792, 3.544145272056923e-05)",0,"WE COULD SEE AT LEAST 40 DEATHS PER DAY: Projections show #COVID19 could hit #Oklahoma hard; Dr. Dale Bratzler with @USER tells me we could see 4,000-5,000 people hospitalized just with #coronavirus, and hundreds on ventilators; More: HTTPURL @USER HTTPURL","(-1.7319591, 2.1927366)",1,"(0.01936570849239008, 0.9806342915076101)","(0.001825100000000024, 0.9981749)","(0.007035499999999972, 0.9929645)",0
155,1,1,0,0,"(1.7559589, -2.1114812)",0,"(-2.976881, 3.2871046)",0.04661094,0,0.025067374,0,"(0.9795165140735427, 0.020483485926457243)","(0.001900026522185308, 0.9980999734778147)",0.44877039288777376,0,"(3.9076132248547504, 0.09238677514524885)",0,"(0.9795165140735427, 0.020483485926457243)",0,"#BorisJohnson remains in intensive care but without the need for a ventilator as #DominicRaab prepares for his first day in charge of the country, #MichaelGove has said. #coronavirus HTTPURL","(4.0915403, -4.307755)",0,"(0.9997750247812079, 0.00022497521879161198)","(0.974932626, 0.025067374)","(0.95338906, 0.04661094)",0
156,1,1,1,1,"(-5.1312666, 5.281631)",1,"(-2.9691284, 3.302007)",0.99760073,1,0.9999927,1,"(3.0041594836562045e-05, 0.9999699584051633)","(0.001886515697914945, 0.9981134843020849)",0.977035265443894,1,"(0.0025401764863835575, 3.9974598235136165)",1,"(3.0041594836562045e-05, 0.9999699584051633)",1,"@USER URGENT: This is Gregory Hodge. He was a first responder/EMT in NY City and worked on the rescue, recovery and aftermath of 9/11. He spent 24 years as a NYC First Responder/EMT. Today, at 59, he died of Coronavirus. Donald Trump, this hero's blood is on your hands! HTTPURL","(-4.3225036, 4.852705)",1,"(0.00010356489154699866, 0.9998964351084527)","(7.300000000043383e-06, 0.9999927)","(0.0023992699999999534, 0.99760073)",1
157,1,0,1,1,"(4.1560273, -5.038555)",0,"(2.396793, -2.9595637)",0.9736809999999999,1,0.9763258,1,"(0.9998984220306186, 0.00010157796938148762)","(0.9953040914420617, 0.004695908557938356)",0.5467954104324871,1,"(2.0495148973003725, 1.950485102699628)",0,"(0.9998984220306186, 0.00010157796938148762)",0,"This is a tragedy. Alvin Turner should not have died in prison. He had medical conditions that made him vulnerable to #COVID19, yet officials failed to protect him. @USER — you need to save more lives now #NoPrisonPandemic HTTPURL","(4.0908613, -3.7927577)",0,"(0.9996232752697539, 0.0003767247302466205)","(0.02367419999999998, 0.9763258)","(0.026319000000000092, 0.9736809999999999)",0
158,1,1,1,1,"(-5.4491987, 5.783764)",1,"(-2.9597464, 3.3139746)",0.9985113999999999,1,0.99995863,1,"(1.3230630412869802e-05, 0.9999867693695874)","(0.0018816533899088921, 0.9981183466100911)",0.9992730336051842,1,"(0.0015968412503604334, 3.99840315874964)",1,"(1.3230630412869802e-05, 0.9999867693695874)",1,Latest on Coronavirus in PA: 2 deaths. 371 confirmed cases. Numbers really accelerating day-to-day. The message continues to be: stay home and stay safe.,"(-4.5553703, 5.27778)",1,"(5.3640619947460915e-05, 0.9999463593800523)","(4.137000000004054e-05, 0.99995863)","(0.001488600000000062, 0.9985113999999999)",1
159,1,1,1,0,"(-5.307476, 5.558198)",1,"(-2.9694915, 3.3058228)",0.49122520000000003,0,0.048541043,0,"(1.910246635624585e-05, 0.999980897533644)","(0.0018786633665022487, 0.9981213366334977)",0.6316693508169273,1,"(1.4603551328417863, 2.539644867158214)",1,"(1.910246635624585e-05, 0.999980897533644)",1,My friend lost her mom to #COVID19 #8 in New Mexico. Her brother is also infected. She mourns in isolation. @USER @USER @USER real ppl paying real consequences. Paying a price 4 those who were poor stewards of the truth &amp; the Constitution HTTPURL,"(-4.3753633, 4.8123956)",1,"(0.00010227337543007371, 0.99989772662457)","(0.951458957, 0.048541043)","(0.5087748, 0.49122520000000003)",1
160,0,0,0,0,"(5.3999457, -5.5910096)",0,"(2.4062247, -2.951941)",0.0027310366,0,0.0009821422,0,"(0.9999831468361515, 1.685316384843524e-05)","(0.9953125388781267, 0.004687461121873471)",0.010512710751690085,0,"(3.996182847726419, 0.0038171522735810275)",0,"(0.9999831468361515, 1.685316384843524e-05)",0,"Stay Home, Stay Safe and Save! Covid 19 cancelled the Baby Expo's? Not to worry Mommies &amp; Daddies! We're bringing the savings to you! Click on the link to save. HTTPURL #iambornfabulous #stokke #besafe #babyzen #aeromoov #jetkids HTTPURL","(4.749297, -4.5988364)",0,"(0.9999128796902677, 8.712030973259253e-05)","(0.9990178578, 0.0009821422)","(0.9972689634, 0.0027310366)",0
161,1,1,1,1,"(-5.518012, 5.8127522)",1,"(-2.9604712, 3.3141065)",0.99577206,1,0.99996305,1,"(1.1997932700151656e-05, 0.9999880020672998)","(0.0018800450971164604, 0.9981199549028836)",0.9987648086976866,1,"(0.004327522597762608, 3.9956724774022367)",1,"(1.1997932700151656e-05, 0.9999880020672998)",1,"Ukraine - In total, seven people suspected of #coronavirus are hospitalized in Chernivtsi region. HTTPURL h/t Shiloh #COVIDー19","(-4.7399015, 5.150922)",1,"(5.063466506237998e-05, 0.9999493653349373)","(3.6950000000035566e-05, 0.99996305)","(0.004227940000000041, 0.99577206)",1
162,0,0,0,0,"(5.2126803, -5.5676017)",0,"(2.3840327, -2.9233937)",0.18424185,0,0.49164677,0,"(0.9999791947001971, 2.080529980248332e-05)","(0.995069766000725, 0.004930233999274987)",0.18949223603123785,0,"(2.324533189712272, 1.6754668102877277)",0,"(0.9999791947001971, 2.080529980248332e-05)",0,Llanberis Mountain Rescue Team @USER rescued a climber who had traveled from Surrey today. Not only risking their lives but also operating under the extra mental and practical burden of avoiding infection from a potential #coronavirus case. 1/2 HTTPURL HTTPURL,"(-3.6261425, 4.096225)",1,"(0.0004426150120747168, 0.9995573849879251)","(0.50835323, 0.49164677)","(0.81575815, 0.18424185)",0
163,0,0,1,1,"(4.8799415, -5.6875505)",0,"(2.402931, -2.9403267)",0.72817284,1,0.71766657,1,"(0.9999742613740457, 2.5738625954114052e-05)","(0.9952424696689722, 0.004757530331028032)",0.3715327644079681,0,"(2.55400372420319, 1.4459962757968094)",0,"(0.9999742613740457, 2.5738625954114052e-05)",0,"New #Coronavirus cases in the #Kurdistan Region are no longer just being detected among people who recently arrived from abroad but rather among those who have never been outside the country, indicating the contagion has spread within society itself. #StayAtHome","(4.4456954, -4.4935164)",0,"(0.9998688728291445, 0.00013112717085515864)","(0.28233343, 0.71766657)","(0.27182715999999996, 0.72817284)",0
164,1,1,1,1,"(-5.393022, 5.766739)",1,"(-2.9602413, 3.3142118)",0.9999536,1,1.0,1,"(1.4235449857066862e-05, 0.9999857645501427)","(0.0018802789248405834, 0.9981197210751596)",0.9994132867680026,1,"(0.00012893780533924958, 3.9998710621946603)",1,"(1.4235449857066862e-05, 0.9999857645501427)",1,Live updates: U.S. coronavirus death toll reaches 17 as Florida reports first fatalities HTTPURL,"(-4.549845, 5.041653)",1,"(6.830235548218073e-05, 0.9999316976445177)","(0.0, 1.0)","(4.6400000000001995e-05, 0.9999536)",1
165,0,0,0,0,"(5.2400603, -5.71195)",0,"(2.4050403, -2.9513488)",0.95591855,1,0.007977395,0,"(0.9999824775531634, 1.7522446836317563e-05)","(0.9953042428725984, 0.004695757127401681)",0.2464471978685729,0,"(3.035691092446137, 0.9643089075538628)",0,"(0.9999824775531634, 1.7522446836317563e-05)",0,"Breaking: Scott Morrison says ministerial responsibility for public service matters, including the Australian Public Service Commission, has been temporarily transferred from Greg Hunt to Ben Morton, the Assistant Minister to the Prime Minister and Cabinet, due to coronavirus","(4.1828265, -3.6522892)",0,"(0.9996045598929739, 0.0003954401070264384)","(0.992022605, 0.007977395)","(0.044081449999999966, 0.95591855)",0
166,1,1,1,0,"(-1.990343, 1.3095521)",1,"(-2.966842, 3.3070529)",0.6851923000000001,1,0.11404743,0,"(0.03557478813475182, 0.9644252118652482)","(0.0018813268143878163, 0.9981186731856123)",0.6947513945162904,1,"(1.2369891353213247, 2.7630108646786753)",1,"(0.03557478813475182, 0.9644252118652482)",1,IMPORTANT STORY DEVELOPING: @USER reports 5 long-term facilities have COVID-19 outbreaks in Ozaukee and Washington Counties. 6 more suspected. Workers may have been transferring virus between facilities. Story leads @USER at 9!,"(-3.6430976, 3.6885333)",1,"(0.0006540771865729383, 0.9993459228134269)","(0.8859525699999999, 0.11404743)","(0.3148076999999999, 0.6851923000000001)",1
167,0,0,1,0,"(5.5783615, -5.817488)",0,"(2.4056356, -2.948493)",0.7383795999999999,1,0.54337597,1,"(0.9999887580781156, 1.1241921884102506e-05)","(0.9952936661203411, 0.004706333879658754)",0.3269841468954308,0,"(2.7181505821085583, 1.2818494178914412)",0,"(0.9999887580781156, 1.1241921884102506e-05)",0,"The #RuralElectrificationAgency (REA) has commissioned four #SolarPower mini-grid plants at the Isolation Centres in Abuja, Lagos and Ogun States with 14 days, to provide uninterrupted power supply as health workers battle to treat rising cases of #COVID19 nationwide. HTTPURL","(4.763023, -4.638323)",0,"(0.999917394030443, 8.26059695571043e-05)","(0.45662402999999996, 0.54337597)","(0.2616204000000001, 0.7383795999999999)",0
168,0,0,0,0,"(5.473221, -5.6175046)",0,"(2.4068742, -2.9464302)",0.28505412,0,0.04426876,0,"(0.999984747099145, 1.5252900854743797e-05)","(0.9952898038391946, 0.0047101961608054885)",0.0889170035511356,0,"(3.6705876886417244, 0.329412311358275)",0,"(0.999984747099145, 1.5252900854743797e-05)",0,@USER @USER Virus (PCR) tests control #COVID19 outbreaks by identifying who is infected with #SARSCoV2 virus. Serology (antibody) tests restore our societies &amp; economies by identifying who is immune - source: @USER cc @USER @USER,"(4.841495, -4.6674676)",0,"(0.9999258215425795, 7.417845742024401e-05)","(0.95573124, 0.04426876)","(0.7149458799999999, 0.28505412)",0
169,1,1,1,1,"(-5.237592, 5.5047426)",1,"(-2.962724, 3.3101592)",0.9998117,1,0.9999924,1,"(2.1609960610437992e-05, 0.9999783900393897)","(0.0018832275296214553, 0.9981167724703786)",0.9959963792944636,1,"(0.00035664514542067447, 3.99964335485458)",1,"(2.1609960610437992e-05, 0.9999783900393897)",1,@USER A study of more than 2000 children with the virus in China found that babies were especially vulnerable to developing severe infection. WHO warns some children develop ‘severe’ or ‘critical’ disease from coronavirus. 2-month-old child tests positive in Nashville,"(-4.2335854, 4.64634)",1,"(0.00013913518481020984, 0.9998608648151899)","(7.5999999999964984e-06, 0.9999924)","(0.0001883000000000301, 0.9998117)",1
170,1,1,0,1,"(2.244963, -3.1854668)",0,"(-2.962404, 3.3119955)",0.96023387,1,0.7414417,1,"(0.9956378989381814, 0.004362101061818614)","(0.0018803795209767116, 0.9981196204790233)",0.7250332853539418,1,"(1.294033225196579, 2.705966774803421)",1,"(0.9956378989381814, 0.004362101061818614)",0,'Hang in there': Prime Minister Modi wishes hospitalised British PM Johnson early recovery from Covid-19 HTTPURL,"(-4.440767, 5.113455)",1,"(7.089625839763777e-05, 0.9999291037416023)","(0.2585583, 0.7414417)","(0.039766129999999955, 0.96023387)",1
171,0,1,1,1,"(-4.899852, 4.9725533)",1,"(-2.9598055, 3.313569)",0.9982278,1,0.99879223,1,"(5.1575857277470685e-05, 0.9999484241427228)","(0.0018823042683176504, 0.9981176957316823)",0.9451891340295828,1,"(0.003190361925549102, 3.9968096380744513)",1,"(5.1575857277470685e-05, 0.9999484241427228)",1,"So far, more than 5% of the people tested for #Covid_19 in Whatcom county have tested positive. We have 221,404 people here. So that means at least 12,000 of us are likely walking around with it right now and 100 of this people will die in the next two weeks. #CoronaCrisis","(-4.181161, 4.566444)",1,"(0.00015881606827157727, 0.9998411839317287)","(0.0012077700000000524, 0.99879223)","(0.0017722000000000016, 0.9982278)",1
172,0,0,0,0,"(5.2737527, -5.590981)",0,"(2.4025462, -2.952912)",0.3221776,0,0.040809583,0,"(0.9999808795634905, 1.912043650926177e-05)","(0.9952998901121081, 0.004700109887891804)",0.09953439539650567,0,"(3.636913299001102, 0.3630867009988974)",0,"(0.9999808795634905, 1.912043650926177e-05)",0,"Almost everyday, he faces tons of abuse from his rivals, but is least bothered about it, for he has learnt the art of a Raj Yogi, who commands control over his anger and other negative neurological byproducts ... HTTPURL #COVID2019india @USER @USER","(4.7237563, -4.70469)",0,"(0.999919602437612, 8.039756238813972e-05)","(0.959190417, 0.040809583)","(0.6778223999999999, 0.3221776)",0
